epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,23.3011,0.76617,0.84615,1,0.2538,0.00045728,0.00045728,0.00045728
2,46.8201,0.30137,0.91154,1,0.19507,0.000882872,0.000882872,0.000882872
