epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,23.1283,0.77907,0.82308,1,0.30092,0.00045728,0.00045728,0.00045728
2,46.7924,0.34865,0.83846,1,0.31472,0.000882872,0.000882872,0.000882872
3,69.4284,0.2829,0.82308,1,0.28528,0.00126178,0.00126178,0.00126178
4,92.0398,0.26668,0.86538,1,0.35556,0.00121679,0.00121679,0.00121679
